SID,NAME,fecha_prediccion,umbral_distancia_enlace_km,umbral_min_trayectorias_por_cluster,n_trayectorias_best_cluster,dispersión_km_best_cluster,fecha_estimada_de_inicio,inicio_oficial,USA_SSHS,zona,label,horas_diff_reales,horas_diff_estimadas
2022265N17256,NEWTON,2022-09-27 18:00:00,100.0,20.0,29.0,52.15,2022-09-28 18:00:00,2022-09-21 18:00:00,-3.0,pacifico,0,144.0,-24.0
2022265N17256,NEWTON,2022-09-28 00:00:00,50.0,5.0,5.0,29.66,2022-09-29 00:00:00,2022-09-21 18:00:00,-3.0,pacifico,0,150.0,-24.0
2022265N17256,NEWTON,2022-09-28 06:00:00,50.0,20.0,26.0,66.05,2022-09-28 18:00:00,2022-09-21 18:00:00,-3.0,pacifico,0,156.0,-12.0
2022265N17256,NEWTON,2022-09-28 12:00:00,50.0,40.0,49.0,40.98,2022-09-29 00:00:00,2022-09-21 18:00:00,-3.0,pacifico,0,162.0,-12.0
2022266N12294,IAN,2022-09-16 00:00:00,300.0,5.0,5.0,218.5,2022-09-23 00:00:00,2022-09-24 00:00:00,,atlantico,0,-192.0,-168.0
2022266N12294,IAN,2022-09-16 06:00:00,400.0,5.0,8.0,282.76,2022-09-22 18:00:00,2022-09-24 00:00:00,,atlantico,0,-186.0,-156.0
2022266N12294,IAN,2022-09-16 18:00:00,300.0,5.0,5.0,183.43,2022-09-23 06:00:00,2022-09-24 00:00:00,,atlantico,0,-174.0,-156.0
2022266N12294,IAN,2022-09-18 12:00:00,300.0,5.0,5.0,191.35,2022-09-29 12:00:00,2022-09-24 00:00:00,,atlantico,0,-132.0,-264.0
2022266N12294,IAN,2022-09-19 12:00:00,300.0,5.0,5.0,172.8,2022-09-27 12:00:00,2022-09-24 00:00:00,,atlantico,0,-108.0,-192.0
2022266N12294,IAN,2022-09-19 18:00:00,400.0,5.0,5.0,238.64,2022-09-26 18:00:00,2022-09-24 00:00:00,,atlantico,0,-102.0,-168.0
2022266N12294,IAN,2022-09-20 00:00:00,200.0,5.0,5.0,125.18,2022-09-27 00:00:00,2022-09-24 00:00:00,,atlantico,0,-96.0,-168.0
2022266N12294,IAN,2022-09-20 12:00:00,200.0,5.0,7.0,123.39,2022-09-25 12:00:00,2022-09-24 00:00:00,,atlantico,0,-84.0,-120.0
2022266N12294,IAN,2022-09-21 00:00:00,200.0,10.0,10.0,149.09,2022-09-26 12:00:00,2022-09-24 00:00:00,,atlantico,0,-72.0,-132.0
2022266N12294,IAN,2022-09-21 06:00:00,300.0,5.0,6.0,169.13,2022-09-26 06:00:00,2022-09-24 00:00:00,,atlantico,0,-66.0,-120.0
2022266N12294,IAN,2022-09-21 12:00:00,200.0,5.0,7.0,115.96,2022-09-25 12:00:00,2022-09-24 00:00:00,,atlantico,0,-60.0,-96.0
2022266N12294,IAN,2022-09-21 18:00:00,300.0,5.0,6.0,156.47,2022-09-25 18:00:00,2022-09-24 00:00:00,,atlantico,0,-54.0,-96.0
2022266N12294,IAN,2022-09-22 00:00:00,50.0,10.0,10.0,45.04,2022-09-25 12:00:00,2022-09-24 00:00:00,,atlantico,0,-48.0,-84.0
2022266N12294,IAN,2022-09-22 06:00:00,50.0,5.0,7.0,48.1,2022-09-25 18:00:00,2022-09-24 00:00:00,,atlantico,0,-42.0,-84.0
2022266N12294,IAN,2022-09-22 12:00:00,50.0,5.0,7.0,43.71,2022-09-25 12:00:00,2022-09-24 00:00:00,,atlantico,0,-36.0,-72.0
2022266N12294,IAN,2022-09-22 18:00:00,50.0,5.0,8.0,46.36,2022-09-25 18:00:00,2022-09-24 00:00:00,-3.0,atlantico,0,-30.0,-72.0
2022266N12294,IAN,2022-09-23 00:00:00,50.0,20.0,20.0,60.2,2022-09-25 12:00:00,2022-09-24 00:00:00,-3.0,atlantico,0,-24.0,-60.0
2022266N12294,IAN,2022-09-23 06:00:00,50.0,5.0,8.0,36.67,2022-09-25 18:00:00,2022-09-24 00:00:00,-1.0,atlantico,0,-18.0,-60.0
2022266N12294,IAN,2022-09-23 12:00:00,50.0,15.0,18.0,49.76,2022-09-24 12:00:00,2022-09-24 00:00:00,-1.0,atlantico,0,-12.0,-24.0
2022266N12294,IAN,2022-09-23 18:00:00,100.0,15.0,17.0,42.73,2022-09-24 18:00:00,2022-09-24 00:00:00,-1.0,atlantico,0,-6.0,-24.0
2022266N12294,IAN,2022-09-24 00:00:00,50.0,10.0,10.0,28.02,2022-09-24 12:00:00,2022-09-24 00:00:00,0.0,atlantico,1,0.0,-12.0
2022266N12294,IAN,2022-09-24 06:00:00,50.0,5.0,5.0,20.78,2022-09-24 18:00:00,2022-09-24 00:00:00,0.0,atlantico,1,6.0,-12.0
2022266N12294,IAN,2022-09-24 12:00:00,50.0,20.0,26.0,40.64,2022-09-25 12:00:00,2022-09-24 00:00:00,0.0,atlantico,1,12.0,-24.0
2022266N12294,IAN,2022-09-24 18:00:00,50.0,30.0,34.0,23.53,2022-09-25 06:00:00,2022-09-24 00:00:00,0.0,atlantico,1,18.0,-12.0
2022266N12294,IAN,2022-09-25 00:00:00,50.0,40.0,50.0,39.35,2022-09-25 12:00:00,2022-09-24 00:00:00,0.0,atlantico,1,24.0,-12.0
2022266N12294,IAN,2022-09-25 06:00:00,50.0,40.0,50.0,32.31,2022-09-25 18:00:00,2022-09-24 00:00:00,0.0,atlantico,1,30.0,-12.0
2022266N12294,IAN,2022-09-25 12:00:00,50.0,40.0,50.0,21.12,2022-09-26 00:00:00,2022-09-24 00:00:00,0.0,atlantico,1,36.0,-12.0
2022266N12294,IAN,2022-09-25 18:00:00,50.0,40.0,50.0,36.09,2022-09-26 06:00:00,2022-09-24 00:00:00,0.0,atlantico,1,42.0,-12.0
2022266N12294,IAN,2022-09-26 00:00:00,50.0,40.0,50.0,19.34,2022-09-26 12:00:00,2022-09-24 00:00:00,0.0,atlantico,1,48.0,-12.0
2022266N12294,IAN,2022-09-26 06:00:00,50.0,40.0,50.0,16.14,2022-09-26 18:00:00,2022-09-24 00:00:00,1.0,atlantico,1,54.0,-12.0
2022266N12294,IAN,2022-09-26 12:00:00,50.0,40.0,50.0,13.44,2022-09-27 00:00:00,2022-09-24 00:00:00,1.0,atlantico,1,60.0,-12.0
2022266N12294,IAN,2022-09-26 18:00:00,50.0,40.0,50.0,14.13,2022-09-27 06:00:00,2022-09-24 00:00:00,1.0,atlantico,1,66.0,-12.0
2022266N12294,IAN,2022-09-27 00:00:00,50.0,40.0,50.0,16.8,2022-09-27 12:00:00,2022-09-24 00:00:00,2.0,atlantico,1,72.0,-12.0
2022266N12294,IAN,2022-09-27 06:00:00,50.0,40.0,50.0,15.63,2022-09-27 18:00:00,2022-09-24 00:00:00,3.0,atlantico,1,78.0,-12.0
2022266N12294,IAN,2022-09-27 12:00:00,50.0,40.0,50.0,18.3,2022-09-28 00:00:00,2022-09-24 00:00:00,3.0,atlantico,1,84.0,-12.0
2022266N12294,IAN,2022-09-27 18:00:00,50.0,40.0,50.0,12.35,2022-09-28 06:00:00,2022-09-24 00:00:00,3.0,atlantico,1,90.0,-12.0
2022266N12294,IAN,2022-09-28 00:00:00,50.0,40.0,46.0,14.43,2022-09-28 12:00:00,2022-09-24 00:00:00,3.0,atlantico,1,96.0,-12.0
2022266N12294,IAN,2022-09-28 06:00:00,50.0,30.0,37.0,25.24,2022-09-28 18:00:00,2022-09-24 00:00:00,4.0,atlantico,1,102.0,-12.0
2022272N14258,ORLENE,2022-09-20 18:00:00,300.0,5.0,5.0,97.27,2022-09-28 18:00:00,2022-09-29 00:00:00,,pacifico,0,-198.0,-192.0
2022272N14258,ORLENE,2022-09-21 06:00:00,300.0,5.0,5.0,225.83,2022-09-29 06:00:00,2022-09-29 00:00:00,,pacifico,0,-186.0,-192.0
2022272N14258,ORLENE,2022-09-21 12:00:00,300.0,5.0,5.0,120.83,2022-09-30 12:00:00,2022-09-29 00:00:00,,pacifico,0,-180.0,-216.0
2022272N14258,ORLENE,2022-09-21 18:00:00,100.0,5.0,6.0,71.03,2022-09-29 06:00:00,2022-09-29 00:00:00,,pacifico,0,-174.0,-180.0
2022272N14258,ORLENE,2022-09-22 00:00:00,300.0,5.0,7.0,260.75,2022-09-29 12:00:00,2022-09-29 00:00:00,,pacifico,0,-168.0,-180.0
2022272N14258,ORLENE,2022-09-22 06:00:00,200.0,5.0,8.0,142.13,2022-09-29 18:00:00,2022-09-29 00:00:00,,pacifico,0,-162.0,-180.0
2022272N14258,ORLENE,2022-09-22 12:00:00,200.0,5.0,6.0,114.29,2022-09-29 12:00:00,2022-09-29 00:00:00,,pacifico,0,-156.0,-168.0
2022272N14258,ORLENE,2022-09-22 18:00:00,200.0,5.0,5.0,142.36,2022-09-29 06:00:00,2022-09-29 00:00:00,,pacifico,0,-150.0,-156.0
2022272N14258,ORLENE,2022-09-23 00:00:00,400.0,5.0,6.0,270.16,2022-09-30 00:00:00,2022-09-29 00:00:00,,pacifico,0,-144.0,-168.0
2022272N14258,ORLENE,2022-09-23 06:00:00,200.0,5.0,5.0,113.2,2022-09-30 06:00:00,2022-09-29 00:00:00,,pacifico,0,-138.0,-168.0
2022272N14258,ORLENE,2022-09-23 12:00:00,300.0,5.0,5.0,191.35,2022-09-29 12:00:00,2022-09-29 00:00:00,,pacifico,0,-132.0,-144.0
2022272N14258,ORLENE,2022-09-23 18:00:00,200.0,5.0,5.0,89.79,2022-09-29 06:00:00,2022-09-29 00:00:00,,pacifico,0,-126.0,-132.0
2022272N14258,ORLENE,2022-09-24 00:00:00,100.0,10.0,12.0,101.81,2022-09-29 00:00:00,2022-09-29 00:00:00,,pacifico,0,-120.0,-120.0
2022272N14258,ORLENE,2022-09-24 06:00:00,200.0,10.0,10.0,146.71,2022-09-29 18:00:00,2022-09-29 00:00:00,,pacifico,0,-114.0,-132.0
2022272N14258,ORLENE,2022-09-24 12:00:00,200.0,5.0,5.0,106.22,2022-09-29 00:00:00,2022-09-29 00:00:00,,pacifico,0,-108.0,-108.0
2022272N14258,ORLENE,2022-09-24 18:00:00,200.0,10.0,11.0,185.78,2022-09-28 18:00:00,2022-09-29 00:00:00,,pacifico,0,-102.0,-96.0
2022272N14258,ORLENE,2022-09-25 00:00:00,300.0,5.0,5.0,145.91,2022-09-30 00:00:00,2022-09-29 00:00:00,,pacifico,0,-96.0,-120.0
2022272N14258,ORLENE,2022-09-25 06:00:00,200.0,5.0,6.0,137.11,2022-09-28 18:00:00,2022-09-29 00:00:00,,pacifico,0,-90.0,-84.0
2022272N14258,ORLENE,2022-09-25 12:00:00,200.0,5.0,9.0,183.05,2022-09-29 12:00:00,2022-09-29 00:00:00,,pacifico,0,-84.0,-96.0
2022272N14258,ORLENE,2022-09-25 18:00:00,200.0,5.0,6.0,115.42,2022-09-29 06:00:00,2022-09-29 00:00:00,,pacifico,0,-78.0,-84.0
2022272N14258,ORLENE,2022-09-26 00:00:00,200.0,5.0,8.0,114.69,2022-09-29 00:00:00,2022-09-29 00:00:00,,pacifico,0,-72.0,-72.0
2022272N14258,ORLENE,2022-09-26 06:00:00,100.0,10.0,11.0,76.63,2022-09-28 18:00:00,2022-09-29 00:00:00,,pacifico,0,-66.0,-60.0
2022272N14258,ORLENE,2022-09-26 12:00:00,50.0,5.0,9.0,38.85,2022-09-29 00:00:00,2022-09-29 00:00:00,,pacifico,0,-60.0,-60.0
2022272N14258,ORLENE,2022-09-26 18:00:00,50.0,10.0,10.0,54.83,2022-09-28 18:00:00,2022-09-29 00:00:00,,pacifico,0,-54.0,-48.0
2022272N14258,ORLENE,2022-09-27 06:00:00,50.0,15.0,17.0,51.04,2022-09-28 18:00:00,2022-09-29 00:00:00,,pacifico,0,-42.0,-36.0
2022272N14258,ORLENE,2022-09-27 12:00:00,100.0,15.0,19.0,57.02,2022-09-29 00:00:00,2022-09-29 00:00:00,,pacifico,0,-36.0,-36.0
2022272N14258,ORLENE,2022-09-27 18:00:00,50.0,20.0,25.0,40.86,2022-09-28 18:00:00,2022-09-29 00:00:00,,pacifico,0,-30.0,-24.0
2022272N14258,ORLENE,2022-09-28 00:00:00,100.0,10.0,10.0,58.43,2022-09-29 00:00:00,2022-09-29 00:00:00,,pacifico,0,-24.0,-24.0
2022272N14258,ORLENE,2022-09-28 06:00:00,50.0,15.0,18.0,46.13,2022-09-29 06:00:00,2022-09-29 00:00:00,,pacifico,0,-18.0,-24.0
2022272N14258,ORLENE,2022-09-28 12:00:00,50.0,40.0,49.0,40.98,2022-09-29 00:00:00,2022-09-29 00:00:00,,pacifico,0,-12.0,-12.0
2022272N14258,ORLENE,2022-09-28 18:00:00,50.0,40.0,44.0,30.91,2022-09-29 06:00:00,2022-09-29 00:00:00,-1.0,pacifico,0,-6.0,-12.0
2022272N14258,ORLENE,2022-09-29 00:00:00,50.0,40.0,47.0,49.39,2022-09-29 12:00:00,2022-09-29 00:00:00,0.0,pacifico,1,0.0,-12.0
2022272N14258,ORLENE,2022-09-29 06:00:00,50.0,40.0,46.0,57.61,2022-09-29 18:00:00,2022-09-29 00:00:00,0.0,pacifico,1,6.0,-12.0
2022272N14258,ORLENE,2022-09-29 12:00:00,50.0,40.0,45.0,30.73,2022-09-30 00:00:00,2022-09-29 00:00:00,0.0,pacifico,1,12.0,-12.0
2022272N14258,ORLENE,2022-09-29 18:00:00,50.0,40.0,44.0,31.56,2022-09-30 06:00:00,2022-09-29 00:00:00,0.0,pacifico,1,18.0,-12.0
2022272N14258,ORLENE,2022-09-30 00:00:00,50.0,40.0,50.0,22.61,2022-09-30 12:00:00,2022-09-29 00:00:00,0.0,pacifico,1,24.0,-12.0
2022272N14258,ORLENE,2022-09-30 06:00:00,50.0,40.0,50.0,24.35,2022-09-30 18:00:00,2022-09-29 00:00:00,0.0,pacifico,1,30.0,-12.0
2022272N14258,ORLENE,2022-09-30 12:00:00,50.0,40.0,50.0,24.09,2022-10-01 00:00:00,2022-09-29 00:00:00,0.0,pacifico,1,36.0,-12.0
2022272N14258,ORLENE,2022-09-30 18:00:00,50.0,40.0,50.0,21.39,2022-10-01 06:00:00,2022-09-29 00:00:00,0.0,pacifico,1,42.0,-12.0
2022272N14258,ORLENE,2022-10-01 00:00:00,50.0,40.0,50.0,24.37,2022-10-01 12:00:00,2022-09-29 00:00:00,0.0,pacifico,1,48.0,-12.0
2022272N14258,ORLENE,2022-10-01 06:00:00,50.0,40.0,50.0,28.26,2022-10-01 18:00:00,2022-09-29 00:00:00,0.0,pacifico,1,54.0,-12.0
2022272N14258,ORLENE,2022-10-01 12:00:00,50.0,40.0,50.0,18.48,2022-10-02 00:00:00,2022-09-29 00:00:00,1.0,pacifico,1,60.0,-12.0
2022272N14258,ORLENE,2022-10-01 18:00:00,50.0,40.0,50.0,17.95,2022-10-02 06:00:00,2022-09-29 00:00:00,1.0,pacifico,1,66.0,-12.0
2022272N14258,ORLENE,2022-10-02 00:00:00,50.0,40.0,46.0,17.69,2022-10-02 12:00:00,2022-09-29 00:00:00,2.0,pacifico,1,72.0,-12.0
2022272N14258,ORLENE,2022-10-02 06:00:00,50.0,40.0,40.0,15.57,2022-10-02 18:00:00,2022-09-29 00:00:00,3.0,pacifico,1,78.0,-12.0
2022272N14258,ORLENE,2022-10-02 12:00:00,50.0,30.0,32.0,23.05,2022-10-03 00:00:00,2022-09-29 00:00:00,4.0,pacifico,1,84.0,-12.0
2022272N14258,ORLENE,2022-10-02 18:00:00,50.0,20.0,21.0,21.27,2022-10-03 06:00:00,2022-09-29 00:00:00,3.0,pacifico,1,90.0,-12.0
2022272N14258,ORLENE,2022-10-03 00:00:00,50.0,20.0,20.0,21.8,2022-10-03 12:00:00,2022-09-29 00:00:00,2.0,pacifico,1,96.0,-12.0
2022272N14258,ORLENE,2022-10-03 06:00:00,50.0,20.0,23.0,30.95,2022-10-03 18:00:00,2022-09-29 00:00:00,2.0,pacifico,1,102.0,-12.0
2022276N15249,PAINE,2022-09-30 18:00:00,100.0,5.0,6.0,48.84,2022-10-03 06:00:00,2022-10-03 18:00:00,,pacifico,0,-72.0,-60.0
2022276N15249,PAINE,2022-10-02 06:00:00,100.0,5.0,5.0,41.78,2022-10-03 06:00:00,2022-10-03 18:00:00,,pacifico,0,-36.0,-24.0
2022276N15249,PAINE,2022-10-02 18:00:00,50.0,20.0,21.0,21.27,2022-10-03 06:00:00,2022-10-03 18:00:00,,pacifico,0,-24.0,-12.0
2022276N15249,PAINE,2022-10-03 00:00:00,50.0,20.0,20.0,21.8,2022-10-03 12:00:00,2022-10-03 18:00:00,,pacifico,0,-18.0,-12.0
2022276N15249,PAINE,2022-10-03 06:00:00,50.0,20.0,23.0,30.95,2022-10-03 18:00:00,2022-10-03 18:00:00,-1.0,pacifico,0,-12.0,-12.0
2022276N15249,PAINE,2022-10-03 12:00:00,50.0,5.0,9.0,14.39,2022-10-04 00:00:00,2022-10-03 18:00:00,-1.0,pacifico,0,-6.0,-12.0
2022285N19266,KARL,2022-10-06 00:00:00,50.0,5.0,6.0,2232.65,2022-10-13 00:00:00,2022-10-11 18:00:00,,atlantico,0,-138.0,-168.0
2022285N19266,KARL,2022-10-06 12:00:00,300.0,10.0,10.0,799.02,2022-10-13 00:00:00,2022-10-11 18:00:00,,atlantico,0,-126.0,-156.0
2022285N19266,KARL,2022-10-06 18:00:00,400.0,10.0,12.0,262.4,2022-10-13 06:00:00,2022-10-11 18:00:00,,atlantico,0,-120.0,-156.0
2022285N19266,KARL,2022-10-07 00:00:00,200.0,5.0,7.0,2122.15,2022-10-12 00:00:00,2022-10-11 18:00:00,,atlantico,0,-114.0,-120.0
2022285N19266,KARL,2022-10-07 18:00:00,400.0,5.0,5.0,1106.16,2022-10-21 06:00:00,2022-10-11 18:00:00,,atlantico,0,-96.0,-324.0
2022285N19266,KARL,2022-10-08 06:00:00,50.0,5.0,5.0,357.22,2022-10-13 18:00:00,2022-10-11 18:00:00,,atlantico,0,-84.0,-132.0
2022285N19266,KARL,2022-10-09 18:00:00,50.0,5.0,6.0,2435.66,2022-10-22 18:00:00,2022-10-11 18:00:00,,atlantico,0,-48.0,-312.0
2022285N19266,KARL,2022-10-10 00:00:00,300.0,5.0,6.0,1865.37,2022-10-21 12:00:00,2022-10-11 18:00:00,,atlantico,0,-42.0,-276.0
2022285N19266,KARL,2022-10-10 06:00:00,300.0,10.0,13.0,597.55,2022-10-20 18:00:00,2022-10-11 18:00:00,,atlantico,0,-36.0,-252.0
2022285N19266,KARL,2022-10-10 12:00:00,100.0,5.0,5.0,43.15,2022-10-12 12:00:00,2022-10-11 18:00:00,,atlantico,0,-30.0,-48.0
2022285N19266,KARL,2022-10-10 18:00:00,200.0,5.0,5.0,73.92,2022-10-11 18:00:00,2022-10-11 18:00:00,,atlantico,0,-24.0,-24.0
2022285N19266,KARL,2022-10-11 00:00:00,50.0,5.0,9.0,34.19,2022-10-12 12:00:00,2022-10-11 18:00:00,,atlantico,0,-18.0,-36.0
2022285N19266,KARL,2022-10-11 06:00:00,50.0,5.0,9.0,25.9,2022-10-12 06:00:00,2022-10-11 18:00:00,,atlantico,0,-12.0,-24.0
2022285N19266,KARL,2022-10-11 12:00:00,50.0,30.0,35.0,60.69,2022-10-12 00:00:00,2022-10-11 18:00:00,-1.0,atlantico,0,-6.0,-12.0
2022285N19266,KARL,2022-10-11 18:00:00,50.0,40.0,56.0,30.44,2022-10-12 06:00:00,2022-10-11 18:00:00,0.0,atlantico,1,0.0,-12.0
2022285N19266,KARL,2022-10-12 00:00:00,50.0,40.0,50.0,31.2,2022-10-12 12:00:00,2022-10-11 18:00:00,0.0,atlantico,1,6.0,-12.0
2022285N19266,KARL,2022-10-12 06:00:00,50.0,20.0,27.0,40.64,2022-10-12 18:00:00,2022-10-11 18:00:00,0.0,atlantico,1,12.0,-12.0
2022285N19266,KARL,2022-10-12 12:00:00,50.0,15.0,15.0,20.74,2022-10-13 00:00:00,2022-10-11 18:00:00,0.0,atlantico,1,18.0,-12.0
2022285N19266,KARL,2022-10-12 18:00:00,200.0,20.0,20.0,920.58,2022-10-13 06:00:00,2022-10-11 18:00:00,0.0,atlantico,1,24.0,-12.0
2022285N19266,KARL,2022-10-13 00:00:00,200.0,10.0,11.0,734.96,2022-10-13 12:00:00,2022-10-11 18:00:00,0.0,atlantico,1,30.0,-12.0
2022285N19266,KARL,2022-10-13 06:00:00,100.0,5.0,7.0,1550.74,2022-10-27 06:00:00,2022-10-11 18:00:00,0.0,atlantico,1,36.0,-336.0
2022293N15259,ROSLYN,2022-10-10 12:00:00,300.0,5.0,7.0,202.35,2022-10-20 00:00:00,2022-10-20 12:00:00,,pacifico,0,-240.0,-228.0
2022293N15259,ROSLYN,2022-10-11 06:00:00,400.0,5.0,5.0,207.39,2022-10-20 06:00:00,2022-10-20 12:00:00,,pacifico,0,-222.0,-216.0
2022293N15259,ROSLYN,2022-10-11 12:00:00,300.0,5.0,5.0,168.34,2022-10-20 00:00:00,2022-10-20 12:00:00,,pacifico,0,-216.0,-204.0
2022293N15259,ROSLYN,2022-10-12 18:00:00,400.0,5.0,6.0,280.24,2022-10-20 06:00:00,2022-10-20 12:00:00,,pacifico,0,-186.0,-180.0
2022293N15259,ROSLYN,2022-10-13 00:00:00,300.0,5.0,6.0,166.49,2022-10-20 00:00:00,2022-10-20 12:00:00,,pacifico,0,-180.0,-168.0
2022293N15259,ROSLYN,2022-10-13 06:00:00,400.0,5.0,5.0,190.07,2022-10-20 06:00:00,2022-10-20 12:00:00,,pacifico,0,-174.0,-168.0
2022293N15259,ROSLYN,2022-10-13 12:00:00,400.0,5.0,5.0,180.75,2022-10-21 00:00:00,2022-10-20 12:00:00,,pacifico,0,-168.0,-180.0
2022293N15259,ROSLYN,2022-10-13 18:00:00,300.0,5.0,5.0,99.2,2022-10-21 06:00:00,2022-10-20 12:00:00,,pacifico,0,-162.0,-180.0
2022293N15259,ROSLYN,2022-10-14 00:00:00,200.0,5.0,6.0,118.91,2022-10-20 12:00:00,2022-10-20 12:00:00,,pacifico,0,-156.0,-156.0
2022293N15259,ROSLYN,2022-10-14 06:00:00,300.0,10.0,11.0,204.23,2022-10-20 06:00:00,2022-10-20 12:00:00,,pacifico,0,-150.0,-144.0
2022293N15259,ROSLYN,2022-10-14 12:00:00,200.0,5.0,7.0,118.38,2022-10-21 00:00:00,2022-10-20 12:00:00,,pacifico,0,-144.0,-156.0
2022293N15259,ROSLYN,2022-10-14 18:00:00,200.0,5.0,7.0,163.25,2022-10-20 06:00:00,2022-10-20 12:00:00,,pacifico,0,-138.0,-132.0
2022293N15259,ROSLYN,2022-10-15 00:00:00,200.0,5.0,8.0,148.31,2022-10-20 00:00:00,2022-10-20 12:00:00,,pacifico,0,-132.0,-120.0
2022293N15259,ROSLYN,2022-10-15 06:00:00,200.0,5.0,6.0,94.3,2022-10-20 06:00:00,2022-10-20 12:00:00,,pacifico,0,-126.0,-120.0
2022293N15259,ROSLYN,2022-10-15 12:00:00,200.0,5.0,6.0,124.54,2022-10-20 00:00:00,2022-10-20 12:00:00,,pacifico,0,-120.0,-108.0
2022293N15259,ROSLYN,2022-10-15 18:00:00,100.0,5.0,8.0,96.44,2022-10-20 06:00:00,2022-10-20 12:00:00,,pacifico,0,-114.0,-108.0
2022293N15259,ROSLYN,2022-10-16 00:00:00,100.0,5.0,9.0,106.23,2022-10-20 00:00:00,2022-10-20 12:00:00,,pacifico,0,-108.0,-96.0
2022293N15259,ROSLYN,2022-10-16 06:00:00,100.0,5.0,5.0,56.26,2022-10-20 06:00:00,2022-10-20 12:00:00,,pacifico,0,-102.0,-96.0
2022293N15259,ROSLYN,2022-10-16 12:00:00,200.0,10.0,13.0,165.71,2022-10-20 00:00:00,2022-10-20 12:00:00,,pacifico,0,-96.0,-84.0
2022293N15259,ROSLYN,2022-10-16 18:00:00,100.0,5.0,8.0,89.76,2022-10-20 06:00:00,2022-10-20 12:00:00,,pacifico,0,-90.0,-84.0
2022293N15259,ROSLYN,2022-10-17 00:00:00,100.0,15.0,16.0,124.2,2022-10-20 00:00:00,2022-10-20 12:00:00,,pacifico,0,-84.0,-72.0
2022293N15259,ROSLYN,2022-10-17 06:00:00,200.0,5.0,7.0,112.92,2022-10-20 06:00:00,2022-10-20 12:00:00,,pacifico,0,-78.0,-72.0
2022293N15259,ROSLYN,2022-10-17 12:00:00,100.0,5.0,7.0,63.15,2022-10-20 00:00:00,2022-10-20 12:00:00,,pacifico,0,-72.0,-60.0
2022293N15259,ROSLYN,2022-10-17 18:00:00,100.0,5.0,9.0,104.8,2022-10-20 06:00:00,2022-10-20 12:00:00,,pacifico,0,-66.0,-60.0
2022293N15259,ROSLYN,2022-10-18 00:00:00,100.0,10.0,12.0,59.87,2022-10-20 00:00:00,2022-10-20 12:00:00,,pacifico,0,-60.0,-48.0
2022293N15259,ROSLYN,2022-10-18 12:00:00,100.0,15.0,15.0,74.82,2022-10-20 00:00:00,2022-10-20 12:00:00,,pacifico,0,-48.0,-36.0
2022293N15259,ROSLYN,2022-10-18 18:00:00,50.0,10.0,10.0,38.43,2022-10-20 06:00:00,2022-10-20 12:00:00,,pacifico,0,-42.0,-36.0
2022293N15259,ROSLYN,2022-10-19 00:00:00,50.0,30.0,38.0,52.36,2022-10-20 00:00:00,2022-10-20 12:00:00,,pacifico,0,-36.0,-24.0
2022293N15259,ROSLYN,2022-10-19 06:00:00,50.0,20.0,22.0,49.9,2022-10-20 06:00:00,2022-10-20 12:00:00,,pacifico,0,-30.0,-24.0
2022293N15259,ROSLYN,2022-10-19 12:00:00,200.0,30.0,34.0,41.83,2022-10-20 00:00:00,2022-10-20 12:00:00,,pacifico,0,-24.0,-12.0
2022293N15259,ROSLYN,2022-10-19 18:00:00,200.0,40.0,48.0,43.31,2022-10-20 06:00:00,2022-10-20 12:00:00,,pacifico,0,-18.0,-12.0
2022293N15259,ROSLYN,2022-10-20 00:00:00,100.0,5.0,5.0,63.18,2022-10-21 00:00:00,2022-10-20 12:00:00,-1.0,pacifico,0,-12.0,-24.0
2022293N15259,ROSLYN,2022-10-20 06:00:00,50.0,40.0,53.0,55.57,2022-10-20 18:00:00,2022-10-20 12:00:00,-1.0,pacifico,0,-6.0,-12.0
2022293N15259,ROSLYN,2022-10-20 12:00:00,50.0,40.0,51.0,54.55,2022-10-21 00:00:00,2022-10-20 12:00:00,0.0,pacifico,1,0.0,-12.0
2022293N15259,ROSLYN,2022-10-20 18:00:00,50.0,40.0,50.0,43.16,2022-10-21 06:00:00,2022-10-20 12:00:00,0.0,pacifico,1,6.0,-12.0
2022293N15259,ROSLYN,2022-10-21 00:00:00,50.0,40.0,50.0,23.32,2022-10-21 12:00:00,2022-10-20 12:00:00,0.0,pacifico,1,12.0,-12.0
2022293N15259,ROSLYN,2022-10-21 06:00:00,50.0,40.0,50.0,27.71,2022-10-21 18:00:00,2022-10-20 12:00:00,0.0,pacifico,1,18.0,-12.0
2022293N15259,ROSLYN,2022-10-21 12:00:00,300.0,40.0,53.0,65.09,2022-10-22 00:00:00,2022-10-20 12:00:00,0.0,pacifico,1,24.0,-12.0
2022293N15259,ROSLYN,2022-10-21 18:00:00,50.0,40.0,49.0,17.17,2022-10-22 06:00:00,2022-10-20 12:00:00,0.0,pacifico,1,30.0,-12.0
2022293N15259,ROSLYN,2022-10-22 00:00:00,50.0,40.0,45.0,28.93,2022-10-22 12:00:00,2022-10-20 12:00:00,1.0,pacifico,1,36.0,-12.0
2022304N16287,LISA,2022-10-21 00:00:00,50.0,40.0,1.0,0.0,2022-11-01 12:00:00,2022-10-31 12:00:00,,atlantico,0,-252.0,-276.0
2022304N16287,LISA,2022-10-22 00:00:00,50.0,40.0,1.0,0.0,2022-11-05 00:00:00,2022-10-31 12:00:00,,atlantico,0,-228.0,-336.0
